,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
630,84.0,166.0,5.0,66.0,27.0,0.0,0.0,100.0,83.0,29.0,2.0,28.0,2.0,1.0,1.0,10.0,86.0,4.0,3.0,0.0,88.0,1.0
631,79.0,132.0,6.0,62.0,22.0,0.0,0.0,100.0,83.0,24.0,3.0,21.0,3.431410433342534,0.0,0.0,56.0,66.51626155426224,3.0,2.397237827715356,0.0,50.0,1.0
632,83.0,182.0,18.0,89.0,8.0,0.0,0.0,100.0,83.0,8.0,0.0,13.0,0.0,4.0,4.0,28.0,70.2104219767771,1.0,2.5639510341916423,0.0,20.0,0.0
633,71.0,172.0,5.0,74.0,18.0,0.0,0.0,95.0,52.0,19.0,3.0,16.0,4.0,1.0,1.0,55.0,36.0,4.0,2.0,2.0,89.0,0.0
634,66.0,188.0,5.0,77.0,7.0,1.0,0.0,75.0,48.0,8.0,1.0,25.0,5.0,0.0,0.0,99.0,70.2104219767771,1.0,2.5639510341916423,1.464035646085296,100.0,0.0
635,67.0,226.0,33.0,128.0,4.0,3.0,3.0,83.0,15.0,6.0,0.0,50.0,0.0,2.0,2.0,0.0,70.2104219767771,0.0,1.0,1.464035646085296,50.0,0.0
636,81.0,194.0,11.0,91.0,17.0,0.0,0.0,100.0,83.0,17.0,1.0,41.0,3.0,2.0,2.0,79.0,50.0,1.0,1.0,1.0,100.0,1.0
637,80.0,158.0,7.0,58.0,25.0,0.0,0.0,100.0,83.0,26.0,1.0,19.0,13.0,0.0,0.0,19.0,80.0,2.0,2.0,1.0,50.0,1.0
638,65.0,192.0,6.0,79.0,22.0,3.0,2.0,78.0,44.0,27.0,3.0,26.0,8.0,1.0,0.0,59.0,80.0,7.0,2.0,2.0,90.0,1.0
639,72.0,242.0,6.0,68.0,15.0,0.0,0.0,87.0,5.0,16.0,1.0,73.0,7.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,50.0,1.0
640,83.0,241.0,40.0,213.0,26.0,0.0,0.0,100.0,83.0,27.0,0.0,26.0,5.0,0.0,0.0,32.0,66.51626155426224,5.0,1.0,1.0,75.0,1.0
641,86.0,255.0,3.0,90.0,25.0,0.0,0.0,96.0,59.0,26.0,2.0,46.0,8.0,0.0,0.0,1.0,85.0,3.0,2.0,0.0,42.0,1.0
642,68.0,27.0,0.0,15.0,12.0,0.0,0.0,100.0,83.0,13.0,5.0,31.0,0.0,6.0,5.0,14.0,72.0,3.0,3.0,0.0,67.0,0.0
643,80.0,186.0,4.0,83.0,29.0,0.0,0.0,100.0,83.0,30.0,3.0,23.0,11.0,0.0,0.0,35.0,66.51626155426224,5.0,1.0,1.0,50.0,1.0
644,86.0,348.0,11.0,109.0,20.0,0.0,0.0,100.0,83.0,20.0,1.0,40.0,8.0,0.0,0.0,4.0,82.0,3.0,3.0,0.0,86.0,1.0
645,75.0,258.0,2.0,79.0,21.0,1.0,1.0,96.0,41.0,24.0,4.0,29.0,2.0,1.0,1.0,3.0,62.0,2.0,2.0,0.0,45.0,0.0
646,88.0,166.0,17.0,84.0,12.0,0.0,0.0,100.0,83.0,12.0,0.0,17.0,13.0,0.0,0.0,0.0,66.51626155426224,0.0,1.0,0.0,25.0,1.0
647,89.0,431.0,12.0,119.0,23.0,0.0,0.0,100.0,83.0,23.0,0.0,43.0,12.0,0.0,0.0,6.0,32.0,4.0,3.0,0.0,54.0,1.0
648,65.0,206.0,5.0,68.0,30.0,0.0,0.0,97.0,6.0,68.0,1.0,39.0,1.0,1.0,1.0,63.0,73.0,6.0,3.0,1.0,100.0,0.0
649,78.0,221.0,4.0,108.0,13.0,0.0,0.0,100.0,83.0,15.0,1.0,40.0,3.0,4.0,4.0,90.0,66.51626155426224,2.0,2.0,2.0,80.0,1.0
650,83.0,107.0,3.0,60.0,24.0,0.0,0.0,100.0,83.0,24.0,3.0,42.0,3.0,1.0,1.0,28.0,95.0,1.0,3.0,0.0,80.0,1.0
651,60.0,123.0,5.0,52.0,13.0,4.0,3.0,73.0,8.0,15.0,3.0,33.0,6.0,0.0,0.0,26.0,70.2104219767771,2.0,1.0,0.0,50.0,0.0
652,66.0,43.0,4.0,24.0,21.0,0.0,0.0,100.0,83.0,21.0,5.0,33.0,0.0,5.0,5.0,37.0,83.0,4.0,2.0,1.0,58.0,1.0
653,67.0,109.0,25.0,72.0,8.0,0.0,0.0,75.0,2.0,8.0,0.0,13.0,4.0,1.0,1.0,26.0,70.2104219767771,1.0,1.0,0.0,67.0,0.0
654,67.0,199.0,3.0,84.0,24.0,1.0,1.0,100.0,83.0,24.0,2.0,33.0,0.0,1.0,1.0,81.0,85.0,3.0,3.0,3.0,86.0,0.0
655,88.0,422.0,13.0,127.0,23.0,0.0,0.0,100.0,83.0,24.0,0.0,17.0,0.0,2.0,2.0,2.0,66.51626155426224,2.0,1.0,0.0,38.0,1.0
656,87.0,178.0,3.0,91.0,22.0,0.0,0.0,100.0,83.0,24.0,2.0,29.0,2.0,6.0,6.0,7.0,68.0,2.0,2.0,0.0,44.0,0.0
657,64.0,146.0,5.0,45.0,19.0,0.0,0.0,95.0,83.0,20.0,3.0,10.0,2.0,2.0,2.0,84.0,70.2104219767771,13.0,1.0,4.0,100.0,0.0
658,81.0,232.0,23.0,163.0,13.0,1.0,1.0,93.0,45.0,14.0,0.0,36.0,23.0,0.0,0.0,0.0,66.51626155426224,1.0,1.0,0.0,50.0,1.0
659,78.0,228.0,19.0,90.0,31.0,0.0,0.0,97.0,25.0,34.0,0.0,12.0,1.595608884350268,0.0,0.0,24.0,70.2104219767771,8.0,1.0,0.0,82.0,0.0
660,68.0,172.0,3.0,74.0,23.0,1.0,0.0,92.0,5.0,28.0,4.0,28.0,2.0,2.0,2.0,6.0,98.0,1.0,2.0,0.0,25.0,1.0
661,84.0,212.0,11.0,82.0,13.0,0.0,0.0,87.0,55.0,15.0,1.0,47.0,10.0,0.0,0.0,5.0,70.2104219767771,1.0,1.0,0.0,67.0,0.0
662,64.0,199.0,4.0,70.0,32.0,2.0,1.0,91.0,7.0,34.0,3.0,53.0,11.0,0.0,0.0,54.0,100.0,1.0,3.0,1.0,57.0,0.0
663,62.0,104.0,2.0,49.0,21.0,0.0,0.0,100.0,83.0,24.0,2.0,26.0,1.0,3.0,3.0,67.0,13.0,7.0,2.0,3.0,60.0,0.0
664,90.0,214.0,9.0,110.0,20.0,0.0,0.0,100.0,83.0,22.0,2.0,9.0,1.595608884350268,0.0,0.0,6.0,70.2104219767771,2.0,2.5639510341916423,0.0,25.0,0.0
665,77.0,215.0,3.0,80.0,17.0,0.0,0.0,89.0,22.0,18.0,2.0,11.0,0.0,4.0,4.0,2.0,66.51626155426224,3.0,1.0,0.0,33.0,1.0
666,54.0,266.0,5.0,99.0,54.0,0.0,0.0,96.0,11.0,56.0,2.0,43.0,2.0,3.0,3.0,58.0,67.0,12.0,6.0,3.0,69.0,0.0
667,86.0,168.0,1.0,68.0,32.0,0.0,0.0,100.0,83.0,47.0,5.0,30.0,4.0,2.0,2.0,5.0,66.51626155426224,3.0,2.0,0.0,36.0,1.0
668,60.0,73.0,8.0,74.0,10.0,0.0,0.0,50.0,7.0,10.0,1.0,30.0,8.0,0.0,0.0,36.0,70.2104219767771,2.0,2.5639510341916423,1.0,29.0,0.0
669,88.0,170.0,3.0,87.0,14.0,0.0,0.0,100.0,83.0,15.0,1.0,29.0,2.0,1.0,1.0,1.0,97.0,1.0,2.0,0.0,67.0,1.0
670,87.0,441.0,2.0,103.0,22.0,0.0,0.0,100.0,83.0,23.0,3.0,48.0,3.0,2.0,2.0,3.0,83.0,1.0,3.0,0.0,33.0,1.0
671,78.0,95.0,2.0,46.0,30.0,0.0,0.0,100.0,83.0,32.0,3.0,44.0,7.0,0.0,0.0,32.0,110.0,2.0,6.0,0.0,67.0,0.0
672,72.0,179.0,2.0,57.0,30.0,0.0,0.0,100.0,83.0,31.0,2.0,42.0,2.0,1.0,1.0,50.0,91.0,7.0,4.0,3.0,73.0,1.0
673,93.0,280.0,13.0,121.0,6.0,0.0,0.0,100.0,83.0,6.0,0.0,50.0,13.0,0.0,0.0,0.0,66.51626155426224,0.0,1.0,0.0,33.0,1.0
674,79.0,202.0,2.0,74.0,29.0,0.0,0.0,93.0,72.0,30.0,3.0,13.0,0.0,2.0,2.0,7.0,85.0,5.0,2.0,0.0,58.0,0.0
675,58.0,247.0,2.0,62.0,30.0,0.0,0.0,94.0,1.0,32.0,4.0,34.0,9.0,0.0,0.0,62.0,70.0,5.0,2.0,2.0,89.0,0.0
676,64.0,281.0,13.0,91.0,54.0,3.0,3.0,93.0,7.0,60.0,0.0,32.0,4.0,2.0,2.0,35.0,72.0,4.0,3.0,2.0,41.0,1.0
677,76.0,217.0,14.0,83.0,23.0,0.0,0.0,100.0,83.0,26.0,0.0,22.0,11.0,0.0,0.0,17.0,51.0,10.0,3.0,2.0,81.0,1.0
678,83.0,167.0,16.0,69.0,38.0,1.0,0.0,98.0,66.0,40.0,0.0,40.0,3.431410433342534,0.0,0.0,9.0,66.51626155426224,3.0,1.0,0.0,36.0,1.0
679,72.0,262.0,2.0,82.0,32.0,0.0,0.0,100.0,83.0,34.0,5.0,35.0,2.0,1.0,1.0,93.0,99.0,8.0,3.0,4.0,92.0,1.0
680,80.0,70.0,5.0,32.0,13.0,0.0,0.0,93.0,56.0,14.0,1.0,36.0,4.0,1.0,1.0,9.0,83.0,1.0,2.0,0.0,43.0,1.0
681,57.0,321.0,2.0,75.0,11.0,0.0,0.0,75.0,8.0,12.0,1.0,17.0,1.0,1.0,1.0,102.0,70.2104219767771,6.0,1.0,5.0,100.0,0.0
682,72.0,172.0,15.0,76.0,5.0,1.0,1.0,100.0,83.0,5.0,0.0,20.0,2.0,1.0,1.0,39.0,70.2104219767771,2.0,2.5639510341916423,0.0,100.0,0.0
683,85.0,140.0,13.0,81.0,12.0,0.0,0.0,92.0,82.0,13.0,0.0,38.0,12.0,0.0,0.0,1.0,93.0,1.0,2.0,0.0,50.0,1.0
684,73.0,200.0,2.0,74.0,70.0,0.0,0.0,99.0,39.0,71.0,4.0,66.0,1.0,8.0,8.0,9.0,94.0,4.0,9.0,0.0,82.0,1.0
685,80.0,347.0,8.0,76.0,24.0,0.0,0.0,100.0,83.0,26.0,2.0,54.0,10.0,0.0,0.0,13.0,54.0,2.0,3.0,1.0,71.0,0.0
686,55.0,37.0,17.0,26.0,2.0,2.0,1.0,67.0,25.0,3.0,0.0,67.0,2.0,1.0,1.0,100.0,70.2104219767771,1.0,1.0,1.0,100.0,0.0
687,61.0,106.0,17.0,60.0,6.0,0.0,0.0,86.0,1.0,7.0,0.0,43.0,5.0,0.0,0.0,84.0,66.51626155426224,2.0,2.397237827715356,2.0,67.0,1.0
688,69.0,216.0,36.0,82.0,15.0,1.0,1.0,93.0,24.0,15.0,0.0,33.0,3.431410433342534,0.0,0.0,51.0,66.51626155426224,8.0,1.0,0.0,100.0,1.0
689,77.0,126.0,8.0,61.0,25.0,0.0,0.0,92.0,42.0,25.0,4.0,12.0,7.0,0.0,0.0,9.0,100.0,7.0,2.0,0.0,63.0,1.0
690,86.0,349.0,5.0,120.0,33.0,0.0,0.0,97.0,19.0,35.0,1.0,34.0,3.431410433342534,0.0,0.0,7.0,66.51626155426224,4.0,2.0,0.0,50.0,1.0
691,45.0,265.0,3.0,98.0,50.0,2.0,2.0,86.0,1.0,51.0,1.0,25.0,11.0,0.0,0.0,62.0,69.0,8.0,4.0,3.0,65.0,1.0
692,55.0,93.0,7.0,45.0,32.0,0.0,0.0,94.0,8.0,33.0,4.0,58.0,7.0,0.0,0.0,100.0,85.0,2.0,7.0,1.0,100.0,0.0
693,75.0,262.0,6.0,93.0,12.0,0.0,0.0,100.0,83.0,13.0,2.0,62.0,0.0,2.0,2.0,76.0,93.0,3.0,2.0,2.0,100.0,0.0
694,76.0,171.0,28.0,66.0,6.0,0.0,0.0,100.0,83.0,6.0,0.0,33.0,0.0,1.0,1.0,59.0,56.0,2.0,1.0,1.0,75.0,1.0
695,64.0,109.0,13.0,65.0,9.0,1.0,1.0,90.0,60.0,10.0,0.0,50.0,12.0,0.0,0.0,86.0,39.0,3.0,3.0,1.0,100.0,0.0
696,60.0,146.0,11.0,99.0,16.0,0.0,0.0,81.0,7.0,16.0,1.0,13.0,10.0,0.0,0.0,42.0,70.2104219767771,7.0,1.0,2.0,80.0,0.0
697,86.0,160.0,14.0,82.0,15.0,0.0,0.0,100.0,83.0,15.0,0.0,20.0,0.0,1.0,1.0,31.0,56.0,2.0,2.0,0.0,50.0,1.0
698,64.0,212.0,5.0,80.0,17.0,0.0,0.0,100.0,83.0,18.0,3.0,17.0,0.0,2.0,2.0,92.0,70.2104219767771,9.0,1.0,6.0,91.0,0.0
699,86.0,143.0,6.0,60.0,15.0,0.0,0.0,100.0,83.0,16.0,1.0,7.0,4.0,1.0,1.0,0.0,70.2104219767771,0.0,2.5639510341916423,0.0,0.0,0.0
700,64.0,231.0,2.0,62.0,28.0,1.0,1.0,97.0,22.0,30.0,2.0,23.0,1.0,2.0,2.0,63.0,55.0,9.0,1.0,4.0,56.0,1.0
701,72.0,140.0,25.0,52.0,22.0,0.0,0.0,100.0,83.0,22.0,0.0,27.0,9.0,0.0,0.0,90.0,6.0,7.0,2.0,5.0,82.0,0.0
702,86.0,342.0,5.0,122.0,7.0,0.0,0.0,100.0,83.0,7.0,2.0,14.0,0.0,7.0,7.0,7.0,66.51626155426224,2.0,2.397237827715356,0.0,100.0,1.0
703,84.0,199.0,5.0,89.0,18.0,0.0,0.0,94.0,48.0,18.0,1.0,17.0,5.0,1.0,1.0,8.0,66.51626155426224,2.0,1.0,0.0,30.0,1.0
704,61.0,35.0,2.0,15.0,15.0,0.0,0.0,100.0,83.0,17.0,8.0,71.0,2.0,1.0,1.0,0.0,81.0,0.0,7.0,1.464035646085296,75.0,0.0
705,79.0,390.0,4.0,117.0,28.0,0.0,0.0,97.0,3.0,31.0,3.0,23.0,3.0,1.0,1.0,5.0,66.51626155426224,4.0,1.0,0.0,36.0,1.0
706,78.0,84.0,2.0,25.0,11.0,1.0,0.0,92.0,20.0,13.0,1.0,15.0,2.0,4.0,4.0,2.0,77.0,1.0,1.0,0.0,20.0,1.0
707,57.0,130.0,6.0,38.0,15.0,0.0,0.0,80.0,1.0,15.0,1.0,27.0,13.0,0.0,0.0,84.0,71.0,6.0,3.0,4.0,82.0,0.0
708,75.0,127.0,5.0,30.0,17.0,0.0,0.0,100.0,83.0,17.0,4.0,24.0,1.0,3.0,3.0,14.0,56.0,4.0,1.0,1.0,86.0,1.0
709,58.0,163.0,6.0,101.0,20.0,3.0,1.0,71.0,16.0,24.0,2.0,29.0,2.0,4.0,4.0,86.0,70.2104219767771,5.0,2.5639510341916423,2.0,67.0,0.0
710,68.0,116.0,1.0,51.0,20.0,0.0,0.0,100.0,83.0,21.0,2.0,24.0,0.0,2.0,2.0,50.0,70.2104219767771,6.0,1.0,2.0,64.0,0.0
711,84.0,305.0,5.0,86.0,45.0,0.0,0.0,100.0,83.0,46.0,2.0,35.0,0.0,3.0,3.0,22.0,84.0,4.0,3.0,0.0,47.0,0.0
712,82.0,190.0,10.0,80.0,28.0,0.0,0.0,100.0,83.0,28.0,1.0,21.0,17.0,0.0,0.0,32.0,50.0,2.0,2.0,0.0,50.0,1.0
713,77.0,273.0,3.0,98.0,26.0,0.0,0.0,96.0,6.0,28.0,1.0,39.0,3.431410433342534,0.0,0.0,11.0,66.51626155426224,2.0,1.0,2.0,33.0,1.0
714,82.0,195.0,12.0,100.0,38.0,0.0,0.0,100.0,83.0,40.0,0.0,35.0,3.431410433342534,0.0,0.0,32.0,66.51626155426224,5.0,2.0,1.0,54.0,1.0
715,84.0,163.0,4.0,56.0,36.0,0.0,0.0,100.0,83.0,36.0,2.0,17.0,12.0,0.0,0.0,14.0,88.0,3.0,2.0,1.0,46.0,1.0
716,85.0,241.0,7.0,98.0,22.0,1.0,0.0,96.0,33.0,23.0,4.0,39.0,3.0,1.0,1.0,4.0,97.0,1.0,3.0,0.0,45.0,0.0
717,75.0,184.0,14.0,89.0,12.0,0.0,0.0,100.0,83.0,17.0,0.0,71.0,10.0,0.0,0.0,58.0,82.0,2.0,3.0,1.0,100.0,0.0
718,57.0,183.0,4.0,73.0,24.0,0.0,0.0,79.0,2.0,24.0,3.0,29.0,1.0,4.0,4.0,59.0,77.0,6.0,3.0,2.0,82.0,1.0
719,83.0,272.0,18.0,104.0,10.0,1.0,0.0,91.0,35.0,12.0,0.0,18.0,17.0,0.0,0.0,6.0,66.51626155426224,1.0,2.397237827715356,0.0,25.0,1.0
720,68.0,60.0,7.0,31.0,11.0,1.0,0.0,92.0,27.0,12.0,3.0,42.0,0.0,1.0,1.0,50.0,77.0,5.0,2.0,1.0,88.0,0.0
721,89.0,384.0,4.0,111.0,31.0,0.0,0.0,100.0,83.0,33.0,2.0,30.0,3.0,3.0,3.0,12.0,66.51626155426224,1.0,1.0,0.0,33.0,1.0
722,57.0,156.0,13.0,90.0,39.0,4.0,3.0,91.0,3.0,45.0,0.0,16.0,15.0,0.0,0.0,81.0,70.2104219767771,7.0,2.5639510341916423,1.0,88.0,0.0
723,76.0,397.0,2.0,106.0,22.0,0.0,0.0,91.0,11.0,23.0,1.0,13.0,9.0,0.0,0.0,17.0,70.2104219767771,7.0,1.0,0.0,50.0,0.0
724,62.0,307.0,19.0,100.0,31.0,0.0,0.0,97.0,16.0,32.0,0.0,16.0,8.0,0.0,0.0,62.0,70.2104219767771,9.0,1.0,6.0,71.0,0.0
725,81.0,120.0,13.0,42.0,12.0,0.0,0.0,100.0,83.0,12.0,0.0,25.0,3.0,2.0,2.0,34.0,36.0,1.0,1.0,0.0,67.0,1.0
726,74.0,218.0,9.0,71.0,24.0,0.0,0.0,100.0,83.0,24.0,2.0,38.0,8.0,0.0,0.0,42.0,88.0,7.0,3.0,0.0,77.0,1.0
727,70.0,78.0,4.0,50.0,23.0,0.0,0.0,96.0,11.0,24.0,1.0,46.0,3.0,2.0,2.0,48.0,76.0,2.0,5.0,0.0,78.0,1.0
728,79.0,231.0,10.0,68.0,22.0,0.0,0.0,100.0,83.0,22.0,1.0,9.0,10.0,0.0,0.0,25.0,66.51626155426224,2.0,1.0,1.0,25.0,1.0
729,78.0,50.0,15.0,32.0,5.0,0.0,0.0,100.0,83.0,5.0,0.0,60.0,0.0,4.0,2.0,11.0,51.0,1.0,2.0,0.0,75.0,0.0
730,71.0,206.0,2.0,85.0,34.0,0.0,0.0,100.0,83.0,35.0,1.0,34.0,0.0,1.0,1.0,95.0,61.0,5.0,2.0,5.0,70.0,0.0
731,85.0,151.0,3.0,56.0,20.0,0.0,0.0,100.0,83.0,21.0,1.0,25.0,17.0,0.0,0.0,7.0,66.51626155426224,1.0,1.0,0.0,60.0,1.0
732,79.0,137.0,2.0,61.0,31.0,0.0,0.0,97.0,83.0,33.0,1.0,36.0,1.0,1.0,1.0,25.0,61.0,4.0,2.0,1.0,40.0,1.0
733,62.0,102.0,2.0,42.0,8.0,1.0,1.0,73.0,4.0,11.0,1.0,73.0,17.0,0.0,0.0,3.0,53.0,1.0,3.0,0.7092896174863388,80.0,1.0
734,79.0,444.0,1.0,126.0,19.0,1.0,1.0,95.0,44.0,22.0,2.0,45.0,2.0,1.0,1.0,4.0,75.0,3.0,2.0,0.0,63.0,1.0
735,76.0,205.0,1.0,68.0,19.0,1.0,1.0,95.0,81.0,22.0,2.0,41.0,1.0,2.0,2.0,82.0,87.0,3.0,6.0,2.0,90.0,0.0
736,78.0,395.0,1.0,99.0,20.0,0.0,0.0,100.0,83.0,22.0,3.0,14.0,2.0,1.0,1.0,42.0,66.51626155426224,4.0,1.0,2.0,45.0,1.0
737,89.0,233.0,3.0,118.0,35.0,0.0,0.0,100.0,83.0,36.0,4.0,33.0,15.0,0.0,0.0,0.0,66.51626155426224,4.0,2.397237827715356,0.0,33.0,1.0
738,70.0,82.0,0.0,48.0,17.0,0.0,0.0,95.0,71.0,19.0,2.0,16.0,0.0,7.0,7.0,20.0,70.2104219767771,5.0,2.5639510341916423,1.0,45.0,0.0
739,70.0,183.0,3.0,69.0,20.0,1.0,0.0,79.0,0.0,24.0,2.0,42.0,3.0,1.0,1.0,16.0,80.0,5.0,3.0,0.0,80.0,0.0
740,72.0,210.0,4.0,83.0,14.0,0.0,0.0,93.0,57.0,15.0,2.0,43.0,0.0,3.0,3.0,59.0,79.0,4.0,3.0,2.0,88.0,0.0
741,83.0,187.0,3.0,80.0,29.0,0.0,0.0,100.0,83.0,30.0,1.0,33.0,12.0,1.0,1.0,13.0,66.51626155426224,3.0,1.0,2.0,50.0,1.0
742,77.0,180.0,11.0,74.0,26.0,0.0,0.0,100.0,83.0,27.0,1.0,48.0,13.0,0.0,0.0,24.0,71.0,2.0,2.0,1.0,44.0,1.0
743,90.0,414.0,8.0,102.0,22.0,0.0,0.0,100.0,83.0,22.0,1.0,36.0,8.0,0.0,0.0,0.0,93.0,1.0,2.0,0.0,33.0,1.0
744,67.0,134.0,2.0,52.0,23.0,0.0,0.0,92.0,63.0,25.0,3.0,25.0,0.0,10.0,9.0,30.0,70.2104219767771,5.0,2.0,1.0,64.0,0.0
745,73.0,166.0,1.0,54.0,21.0,0.0,0.0,100.0,83.0,26.0,5.0,69.0,0.0,1.0,1.0,70.0,90.0,4.0,12.0,2.0,94.0,1.0
746,80.0,319.0,9.0,111.0,18.0,0.0,0.0,100.0,83.0,22.0,1.0,50.0,3.431410433342534,0.0,0.0,73.0,66.51626155426224,5.0,1.0,0.7092896174863388,86.0,1.0
747,70.0,218.0,6.0,86.0,59.0,0.0,0.0,100.0,83.0,61.0,1.0,52.0,1.0,3.0,3.0,65.0,71.0,12.0,6.0,6.0,68.0,1.0
748,85.0,207.0,8.0,102.0,21.0,0.0,0.0,100.0,83.0,21.0,1.0,29.0,8.0,0.0,0.0,0.0,66.51626155426224,2.0,1.0,0.0,67.0,1.0
749,62.0,262.0,2.0,93.0,36.0,0.0,0.0,100.0,83.0,37.0,1.0,35.0,19.0,0.0,0.0,92.0,56.0,13.0,5.0,8.0,100.0,1.0
750,55.0,134.0,68.0,97.0,5.0,1.0,1.0,67.0,7.0,6.0,0.0,50.0,1.0,1.0,1.0,0.0,66.51626155426224,0.0,1.0,0.7092896174863388,33.0,1.0
751,88.0,300.0,12.0,110.0,19.0,0.0,0.0,100.0,83.0,19.0,0.0,42.0,11.0,0.0,0.0,7.0,66.51626155426224,2.0,1.0,0.0,50.0,1.0
752,52.0,266.0,2.0,103.0,18.0,5.0,5.0,76.0,2.0,23.0,4.0,33.0,7.0,0.0,0.0,52.0,46.0,5.0,3.0,1.0,82.0,1.0
753,70.0,144.0,2.0,70.0,34.0,0.0,0.0,100.0,83.0,35.0,3.0,51.0,2.0,6.0,6.0,61.0,51.0,5.0,5.0,1.0,83.0,0.0
754,87.0,348.0,11.0,127.0,26.0,0.0,0.0,100.0,83.0,26.0,1.0,27.0,0.0,3.0,3.0,14.0,48.0,2.0,3.0,1.0,50.0,1.0
755,86.0,279.0,9.0,115.0,16.0,0.0,0.0,94.0,59.0,16.0,1.0,13.0,0.0,3.0,3.0,5.0,66.51626155426224,1.0,2.397237827715356,0.0,20.0,1.0
756,86.0,153.0,13.0,74.0,16.0,0.0,0.0,100.0,83.0,17.0,0.0,41.0,21.0,0.0,0.0,13.0,66.51626155426224,1.0,1.0,0.0,33.0,1.0
757,85.0,349.0,6.0,104.0,35.0,0.0,0.0,100.0,83.0,38.0,2.0,43.0,0.0,2.0,2.0,4.0,66.51626155426224,5.0,1.0,1.0,50.0,1.0
758,73.0,106.0,4.0,48.0,19.0,0.0,0.0,95.0,81.0,20.0,3.0,30.0,1.0,4.0,4.0,20.0,89.0,1.0,3.0,1.0,40.0,1.0
759,60.0,306.0,1.0,60.0,25.0,1.0,1.0,100.0,83.0,35.0,5.0,21.0,0.0,5.0,5.0,30.0,84.0,6.0,4.0,0.0,56.0,1.0
760,66.0,75.0,4.0,41.0,24.0,0.0,0.0,100.0,83.0,25.0,2.0,32.0,4.0,2.0,2.0,54.0,79.0,6.0,4.0,3.0,71.0,1.0
761,81.0,213.0,4.0,75.0,40.0,0.0,0.0,100.0,83.0,40.0,2.0,35.0,3.0,2.0,2.0,30.0,97.0,4.0,4.0,0.0,62.0,1.0
762,72.0,262.0,10.0,91.0,45.0,0.0,0.0,98.0,48.0,51.0,3.0,18.0,0.0,6.0,6.0,62.0,66.51626155426224,6.0,2.397237827715356,3.0,67.0,1.0
763,80.0,153.0,2.0,47.0,31.0,0.0,0.0,100.0,83.0,34.0,5.0,55.0,2.0,2.0,2.0,1.0,70.0,1.0,4.0,0.0,45.0,1.0
764,82.0,194.0,6.0,87.0,33.0,1.0,0.0,97.0,66.0,34.0,2.0,21.0,10.0,0.0,0.0,2.0,84.0,5.0,2.0,0.0,44.0,1.0
765,77.0,206.0,2.0,70.0,33.0,0.0,0.0,100.0,83.0,36.0,6.0,31.0,4.0,1.0,1.0,53.0,65.0,3.0,4.0,1.0,62.0,1.0
766,70.0,49.0,8.0,23.0,9.0,0.0,0.0,100.0,83.0,9.0,3.0,44.0,7.0,0.0,0.0,69.0,83.0,4.0,3.0,1.0,88.0,1.0
767,74.0,148.0,16.0,83.0,22.0,0.0,0.0,100.0,83.0,23.0,0.0,57.0,1.0,4.0,4.0,66.0,57.0,2.0,10.0,0.0,92.0,1.0
768,75.0,163.0,7.0,78.0,27.0,0.0,0.0,100.0,83.0,31.0,1.0,35.0,23.0,0.0,0.0,37.0,67.0,4.0,2.0,2.0,55.0,1.0
769,68.0,332.0,16.0,100.0,22.0,0.0,0.0,100.0,83.0,24.0,0.0,38.0,16.0,0.0,0.0,52.0,79.0,3.0,3.0,0.0,64.0,1.0
770,73.0,140.0,7.0,47.0,12.0,0.0,0.0,92.0,46.0,12.0,2.0,33.0,5.0,1.0,1.0,49.0,74.0,2.0,3.0,1.0,75.0,0.0
771,90.0,429.0,5.0,116.0,15.0,0.0,0.0,100.0,83.0,16.0,1.0,20.0,3.0,2.0,2.0,1.0,66.51626155426224,1.0,2.397237827715356,0.0,11.0,1.0
772,69.0,142.0,6.0,43.0,12.0,0.0,0.0,93.0,23.0,15.0,2.0,87.0,5.0,0.0,0.0,53.0,87.0,2.0,3.0,0.0,100.0,0.0
773,72.0,255.0,13.0,60.0,31.0,0.0,0.0,100.0,83.0,32.0,0.0,22.0,13.0,0.0,0.0,85.0,14.0,9.0,2.0,9.0,79.0,0.0
774,79.0,289.0,4.0,105.0,48.0,0.0,0.0,100.0,83.0,51.0,1.0,29.0,0.0,2.0,2.0,40.0,79.0,5.0,3.0,1.0,44.0,1.0
775,89.0,203.0,6.0,79.0,28.0,0.0,0.0,97.0,62.0,34.0,2.0,53.0,20.0,0.0,0.0,8.0,90.0,1.0,2.0,0.0,33.0,1.0
776,82.0,228.0,17.0,92.0,24.0,0.0,0.0,100.0,83.0,29.0,0.0,34.0,1.0,2.0,2.0,2.0,42.0,9.0,4.0,0.0,68.0,1.0
777,49.0,259.0,21.0,119.0,7.0,2.0,0.0,67.0,1.0,9.0,0.0,11.0,11.0,0.0,0.0,89.0,25.0,5.0,1.0,2.0,86.0,1.0
