,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,income,marital-status_Non-Married,native-country_US,occupation_Other,race_White,relationship_Non-Husband,sex_Male,workclass_Private
12174,30,167790,9,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12175,47,133758,9,0,1974,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12176,22,106843,6,0,0,30,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12177,24,117959,9,4386,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12178,26,174921,13,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12179,27,134152,9,0,0,45,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12180,57,99364,5,0,0,40,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
12181,18,155905,14,0,0,60,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
12182,30,467108,13,0,0,45,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12183,34,304622,13,0,0,50,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
12184,40,198692,10,5178,0,60,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12185,60,178050,9,0,0,38,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12186,25,162687,8,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12187,39,113151,13,0,0,55,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12188,48,158924,9,0,0,40,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
12189,27,141795,10,0,0,30,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12190,33,33404,9,0,0,65,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12191,65,178771,9,0,0,40,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12192,52,168553,9,0,1977,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12193,27,110648,13,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12194,32,151053,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12195,45,142871,10,0,0,50,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12196,18,343161,7,0,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12197,27,183523,13,0,0,45,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12198,57,222216,10,0,0,60,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
12199,44,121874,10,0,0,55,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12200,30,467108,14,0,0,44,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12201,26,34393,10,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12202,28,42003,10,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12203,61,180418,9,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12204,49,199590,9,0,0,50,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
12205,33,144949,14,15024,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12206,50,155594,12,0,0,50,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12207,53,162576,4,0,0,99,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12208,33,232475,9,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12209,22,269474,10,0,0,10,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12210,45,140644,13,0,0,40,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12211,26,39640,10,0,0,60,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12212,50,346014,4,0,0,20,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
12213,47,159726,9,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12214,52,290856,13,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12215,57,217886,9,0,0,36,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12216,21,199915,10,0,0,35,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12217,58,106546,9,2174,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12218,50,220640,14,0,0,50,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12219,33,88913,10,0,0,40,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12220,34,288486,7,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12221,20,227411,10,0,0,20,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12222,37,99935,14,7688,0,50,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12223,57,201112,12,0,0,40,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12224,57,123778,9,0,0,48,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12225,21,204596,12,0,0,8,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12226,40,190290,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12227,23,196674,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12228,54,108435,9,0,0,20,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12229,38,186359,10,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12230,32,137076,10,15024,0,60,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12231,22,262819,10,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
12232,27,171655,9,0,0,42,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12233,42,183319,3,0,0,40,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
12234,36,127306,9,0,0,47,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12235,22,68678,9,0,0,40,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
12236,40,140108,5,0,0,40,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
12237,26,263444,9,0,0,45,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12238,46,265554,9,0,0,40,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12239,28,410216,7,0,0,60,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
12240,46,20534,13,0,0,45,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
12241,55,188917,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12242,76,98695,10,0,0,20,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12243,27,411950,13,0,0,60,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12244,50,237819,9,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12245,75,187424,9,0,0,20,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12246,42,198316,14,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12247,36,139703,14,0,0,40,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12248,51,152596,9,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12249,43,194726,15,15024,0,55,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12250,44,82601,13,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12251,20,229843,10,0,0,20,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12252,60,122276,3,0,0,45,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
12253,47,188386,13,0,0,45,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12254,73,92298,7,0,0,15,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12255,27,390657,9,0,0,40,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
12256,50,89041,9,15024,0,50,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12257,35,314897,4,0,0,40,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
12258,31,166343,9,0,0,50,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
12259,45,88781,13,0,0,40,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0
12260,57,41762,9,0,0,40,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0
12261,34,849857,9,0,0,40,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
12262,19,307496,10,0,0,16,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12263,25,324372,9,0,0,40,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12264,39,99270,13,0,0,50,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
12265,28,160731,9,0,0,40,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0
12266,48,148306,14,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
12267,38,259019,9,0,0,44,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12268,53,224894,3,0,0,10,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
12269,19,258470,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12270,41,197919,9,0,0,60,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
12271,23,213719,12,0,0,36,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12272,32,226535,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12273,35,146042,10,0,0,40,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
12274,21,180339,11,0,1602,30,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12275,24,99970,13,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12276,34,300687,9,0,0,40,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
12277,29,219906,13,0,0,25,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0
12278,24,122234,10,0,0,20,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12279,55,158641,9,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12280,28,239539,9,0,0,40,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
12281,46,102308,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12282,38,186934,9,0,0,40,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12283,29,234447,10,0,0,40,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12284,35,125933,13,0,0,50,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12285,29,142760,9,0,0,40,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12286,41,309056,16,0,0,50,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12287,40,48859,9,0,0,32,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12288,30,110594,9,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12289,72,426562,7,0,0,35,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12290,17,169037,7,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12291,46,123075,9,0,0,70,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12292,38,195744,13,0,0,48,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12293,36,81896,13,0,0,45,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12294,24,172047,12,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12295,28,253814,9,0,0,35,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12296,28,66473,9,0,0,40,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12297,60,56248,9,0,1485,70,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12298,42,271521,10,0,0,40,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0
12299,48,265295,13,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12300,37,174308,9,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12301,32,196342,16,0,0,40,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12302,55,223594,10,7688,0,40,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0
12303,30,149787,10,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12304,68,124686,4,0,0,10,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12305,45,50163,9,0,0,30,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12306,26,175789,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12307,22,218215,10,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12308,22,166371,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12309,36,169469,10,7298,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12310,52,145081,4,0,0,40,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12311,68,214521,15,0,0,16,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12312,26,287233,13,0,0,40,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12313,52,201310,13,0,0,40,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12314,46,197836,9,0,1672,50,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12315,53,158294,14,7298,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12316,17,127366,7,0,0,8,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12317,29,203697,13,0,0,75,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
12318,41,168730,10,0,0,50,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12319,45,165232,10,0,0,40,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
12320,57,175942,10,0,0,50,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12321,30,356689,13,0,0,30,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
12322,46,132912,9,0,0,45,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12323,45,187226,12,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12324,59,254765,10,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12325,40,202565,12,0,0,52,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12326,38,103925,9,2036,0,20,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
12327,22,112164,10,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12328,59,70623,4,0,0,85,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12329,36,102729,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12330,40,558944,4,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12331,18,256967,6,0,0,40,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12332,62,144583,9,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12333,63,102412,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12334,29,159788,14,0,0,80,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12335,27,55743,13,0,0,45,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0
12336,47,148171,16,0,0,50,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0
12337,20,271354,9,0,0,40,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
12338,48,98524,12,0,0,45,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12339,29,272913,9,0,0,30,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
12340,22,324445,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12341,42,155469,12,0,0,24,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12342,36,102945,11,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12343,60,291904,6,0,0,40,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12344,41,186601,9,0,0,40,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12345,43,172401,9,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12346,33,193285,13,0,0,38,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12347,34,176244,4,0,0,40,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
12348,32,117779,9,0,0,35,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12349,22,34616,10,0,0,20,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12350,52,169182,5,0,0,25,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
12351,27,180758,12,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12352,60,141637,14,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12353,41,169023,13,7688,0,40,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0
12354,34,101266,13,0,0,62,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12355,30,164190,9,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12356,35,142282,10,0,0,25,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12357,39,103984,13,0,0,40,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12358,64,187601,10,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12359,17,36218,7,0,0,20,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12360,29,106334,14,0,0,40,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
12361,37,249392,11,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12362,43,110355,9,0,0,45,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12363,30,117944,9,0,0,25,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12364,17,163836,6,0,0,12,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12365,29,145592,9,0,0,40,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
12366,24,108495,10,0,0,40,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
12367,27,212041,13,0,0,50,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12368,69,182451,13,0,0,40,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
12369,30,124020,9,0,0,40,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12370,29,199116,9,0,0,40,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
12371,17,144114,6,0,0,40,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12372,61,107438,4,0,1651,40,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
12373,70,405362,4,0,0,38,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12374,32,175856,13,0,1902,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12375,21,262241,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12376,27,420054,9,9562,0,50,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12377,27,86681,13,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12378,19,187161,10,0,0,25,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12379,44,691903,14,0,0,60,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12380,36,219483,10,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12381,45,199058,14,7298,0,50,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12382,29,192010,13,0,0,60,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
12383,34,419691,13,7298,0,54,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12384,28,356089,13,0,0,50,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
12385,34,684015,3,0,0,40,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
12386,18,36882,9,0,0,20,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12387,39,203180,10,0,0,45,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12388,34,183811,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12389,35,103966,14,0,0,41,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
12390,24,304602,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12391,41,57233,13,0,0,70,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12392,50,289207,16,0,1902,45,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12393,68,224019,10,0,0,30,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12394,35,267966,7,0,0,50,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12395,47,214800,11,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12396,43,241528,14,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
12397,35,197365,9,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12398,34,296724,10,0,0,17,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12399,26,136226,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12400,50,40623,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12401,22,264874,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12402,20,112847,9,0,0,40,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12403,18,236090,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12404,52,89028,9,0,0,40,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
12405,71,210673,9,0,0,28,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12406,55,60193,9,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12407,17,216137,7,0,0,8,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12408,36,139743,10,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12409,25,32276,13,0,0,40,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12410,39,423605,8,0,1848,40,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0
12411,27,298871,13,0,0,40,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
12412,42,318255,9,0,0,40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12413,22,347867,9,0,1719,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12414,57,279636,11,0,0,40,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12415,34,405386,10,0,0,28,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12416,31,297188,14,0,0,60,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12417,24,182342,13,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12418,41,229148,9,0,0,60,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
12419,30,189620,10,6849,0,40,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
12420,17,413557,7,0,0,32,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12421,26,246025,9,0,0,20,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
12422,32,390997,2,0,0,50,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
12423,55,102058,6,0,0,45,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12424,19,247298,8,0,0,20,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12425,28,140108,14,0,0,50,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12426,55,216941,9,2885,0,40,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
12427,49,81654,15,0,0,60,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12428,23,177526,13,0,0,40,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12429,43,64631,9,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12430,40,110028,10,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12431,41,203761,13,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12432,23,163870,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12433,59,117299,9,0,1887,40,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12434,20,50648,9,0,0,35,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12435,21,166517,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12436,28,173800,13,0,0,10,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
12437,44,181762,10,0,0,50,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12438,31,340880,13,0,0,48,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12439,50,114758,13,4416,0,45,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12440,54,138847,9,0,0,45,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12441,28,215014,9,0,0,50,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12442,34,183778,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12443,46,273629,14,0,0,40,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12444,28,113870,13,0,0,60,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12445,23,213955,9,0,2001,40,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
12446,29,114982,13,0,0,40,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12447,35,205338,9,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12448,41,57924,10,7688,0,50,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12449,90,225063,10,0,0,10,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
12450,35,202027,14,7688,0,55,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12451,20,281356,9,0,0,40,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
12452,42,30824,14,2354,0,16,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12453,56,98809,4,5013,0,45,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
12454,31,38223,13,0,0,45,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12455,23,172232,9,0,0,50,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12456,60,140544,9,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12457,28,221366,10,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12458,32,180799,10,0,0,60,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12459,36,111499,14,14084,0,40,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12460,44,155930,13,0,0,60,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12461,34,201122,10,0,0,48,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12462,27,101709,9,0,0,40,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12463,49,140121,9,0,0,50,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
12464,48,172709,9,0,0,40,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12465,47,120131,9,0,0,50,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12466,34,117444,13,0,0,65,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12467,27,256764,12,0,0,40,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12468,31,176185,13,4064,0,40,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12469,24,223811,10,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12470,24,201603,9,0,0,30,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12471,25,138765,10,0,0,40,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12472,36,133974,11,0,0,40,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12473,38,137953,9,0,0,45,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12474,57,103403,3,0,0,40,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
